common_name;scientific_name;start_time;end_time;confidence;label;filepath;filename;validScientificNameId;Species_NorwegianName;Family_ScientificName;Family_NorwegianName;Order_ScientificName;Order_NorwegianName;Family_ScientificNameId;Order_ScientificNameId;Species_ScientificNameId;Redlist_Status
Hawfinch;Coccothraustes coccothraustes;372.0;375.0;0.02838258258998394;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Hawfinch;Coccothraustes coccothraustes;375.0;378.0;0.4070880711078644;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Meadow Pipit;Anthus pratensis;375.0;378.0;0.06295841187238693;Anthus pratensis_Meadow Pipit;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4322;heipiplerke;Motacillidae;erlefamilien;Passeriformes;spurvefugler;;;4322;LC
Redwing;Turdus iliacus;375.0;378.0;0.02159775234758854;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
White-throated Dipper;Cinclus cinclus;375.0;378.0;0.015102444216609001;Cinclus cinclus_White-throated Dipper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4158;fossekall;Cinclidae;fossekallfamilien;Passeriformes;spurvefugler;;;4158;LC
Brambling;Fringilla montifringilla;375.0;378.0;0.013012220151722431;Fringilla montifringilla_Brambling;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4252;bjørkefink;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4252;LC
Black Redstart;Phoenicurus ochruros;375.0;378.0;0.010869027115404606;Phoenicurus ochruros_Black Redstart;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;184000;svartrødstjert;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;184000;EN
Common Crane;Grus grus;378.0;381.0;0.0705910325050354;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Redwing;Turdus iliacus;378.0;381.0;0.0403892807662487;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;378.0;381.0;0.02947395108640194;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Common Sandpiper;Actitis hypoleucos;378.0;381.0;0.019420519471168518;Actitis hypoleucos_Common Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3719;strandsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3719;LC
Eurasian Eagle-Owl;Bubo bubo;378.0;381.0;0.016491245478391647;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Eurasian Coot;Fulica atra;378.0;381.0;0.01644144393503666;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
European Robin;Erithacus rubecula;378.0;381.0;0.014246385544538498;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Goldcrest;Regulus regulus;378.0;381.0;0.013706948608160019;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Green Sandpiper;Tringa ochropus;378.0;381.0;0.013412647880613804;Tringa ochropus_Green Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3795;skogsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3795;LC
Eurasian Moorhen;Gallinula chloropus;378.0;381.0;0.010611576959490776;Gallinula chloropus_Eurasian Moorhen;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4099;sivhøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4099;VU
Redwing;Turdus iliacus;381.0;384.0;0.03510291129350662;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;381.0;384.0;0.03340497240424156;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Goldcrest;Regulus regulus;381.0;384.0;0.019627206027507782;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Eurasian Eagle-Owl;Bubo bubo;381.0;384.0;0.013306215405464172;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Common Crane;Grus grus;381.0;384.0;0.011983965523540974;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Eurasian Coot;Fulica atra;381.0;384.0;0.010104328393936157;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Redwing;Turdus iliacus;384.0;387.0;0.01773284375667572;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;387.0;390.0;0.750054657459259;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
European Robin;Erithacus rubecula;387.0;390.0;0.21607021987438202;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Redwing;Turdus iliacus;387.0;390.0;0.015642166137695312;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Song Thrush;Turdus philomelos;387.0;390.0;0.01218781154602766;Turdus philomelos_Song Thrush;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4557;måltrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4557;LC
Hawfinch;Coccothraustes coccothraustes;390.0;393.0;0.02031840570271015;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Redwing;Turdus iliacus;390.0;393.0;0.014829334802925587;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Common Crane;Grus grus;390.0;393.0;0.010273454710841179;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Redwing;Turdus iliacus;393.0;396.0;0.0587100088596344;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;393.0;396.0;0.039375048130750656;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
European Robin;Erithacus rubecula;393.0;396.0;0.02920280396938324;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
European Golden-Plover;Pluvialis apricaria;393.0;396.0;0.02567080780863762;Pluvialis apricaria_European Golden-Plover;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3646;heilo;Charadriidae;lofamilien;Charadriiformes;vade-, måke- og alkefugler;;;3646;NT
Eurasian Coot;Fulica atra;393.0;396.0;0.023876601830124855;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Common Crane;Grus grus;393.0;396.0;0.022793451324105263;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Eurasian Eagle-Owl;Bubo bubo;393.0;396.0;0.017074614763259888;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Ural Owl;Strix uralensis;393.0;396.0;0.015778783708810806;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Goldcrest;Regulus regulus;393.0;396.0;0.012972108088433743;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Hawfinch;Coccothraustes coccothraustes;396.0;399.0;0.14356808364391327;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Redwing;Turdus iliacus;396.0;399.0;0.10280580818653107;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
European Robin;Erithacus rubecula;396.0;399.0;0.07220510393381119;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Goldcrest;Regulus regulus;396.0;399.0;0.045643340796232224;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Eurasian Eagle-Owl;Bubo bubo;396.0;399.0;0.019085880368947983;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Song Thrush;Turdus philomelos;396.0;399.0;0.018042556941509247;Turdus philomelos_Song Thrush;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4557;måltrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4557;LC
Hawfinch;Coccothraustes coccothraustes;399.0;402.0;0.3540063202381134;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
European Robin;Erithacus rubecula;399.0;402.0;0.14396533370018005;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Eurasian Eagle-Owl;Bubo bubo;399.0;402.0;0.010221724398434162;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Hawfinch;Coccothraustes coccothraustes;402.0;405.0;0.09909450262784958;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Goldcrest;Regulus regulus;402.0;405.0;0.03579840809106827;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Redwing;Turdus iliacus;402.0;405.0;0.03474393114447594;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Ural Owl;Strix uralensis;402.0;405.0;0.027086593210697174;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
European Robin;Erithacus rubecula;402.0;405.0;0.01659604161977768;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Song Thrush;Turdus philomelos;402.0;405.0;0.01476031169295311;Turdus philomelos_Song Thrush;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4557;måltrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4557;LC
European Robin;Erithacus rubecula;405.0;408.0;0.1178714707493782;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Hawfinch;Coccothraustes coccothraustes;405.0;408.0;0.09239192306995392;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Redwing;Turdus iliacus;405.0;408.0;0.03389737010002136;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Brambling;Fringilla montifringilla;405.0;408.0;0.019979044795036316;Fringilla montifringilla_Brambling;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4252;bjørkefink;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4252;LC
Eurasian Eagle-Owl;Bubo bubo;405.0;408.0;0.013123864307999611;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Redwing;Turdus iliacus;408.0;411.0;0.04546217620372772;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;408.0;411.0;0.030197713524103165;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Ural Owl;Strix uralensis;408.0;411.0;0.019660847261548042;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Eagle-Owl;Bubo bubo;408.0;411.0;0.014369519427418709;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Common Crane;Grus grus;408.0;411.0;0.010842269286513329;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Hawfinch;Coccothraustes coccothraustes;411.0;414.0;0.09792035073041916;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Redwing;Turdus iliacus;411.0;414.0;0.023347845301032066;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Common Crane;Grus grus;411.0;414.0;0.014164653606712818;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Goldcrest;Regulus regulus;411.0;414.0;0.011877624318003654;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Brambling;Fringilla montifringilla;411.0;414.0;0.011731269769370556;Fringilla montifringilla_Brambling;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4252;bjørkefink;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4252;LC
European Robin;Erithacus rubecula;411.0;414.0;0.011243743821978569;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Hawfinch;Coccothraustes coccothraustes;414.0;417.0;0.09736785292625427;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Redwing;Turdus iliacus;414.0;417.0;0.08588540554046631;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
European Robin;Erithacus rubecula;414.0;417.0;0.038901425898075104;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
European Golden-Plover;Pluvialis apricaria;414.0;417.0;0.02931547909975052;Pluvialis apricaria_European Golden-Plover;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3646;heilo;Charadriidae;lofamilien;Charadriiformes;vade-, måke- og alkefugler;;;3646;NT
Song Thrush;Turdus philomelos;414.0;417.0;0.026269158348441124;Turdus philomelos_Song Thrush;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4557;måltrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4557;LC
Goldcrest;Regulus regulus;414.0;417.0;0.024823058396577835;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Brambling;Fringilla montifringilla;414.0;417.0;0.01805138774216175;Fringilla montifringilla_Brambling;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4252;bjørkefink;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4252;LC
Wood Lark;Lullula arborea;414.0;417.0;0.016610288992524147;Lullula arborea_Wood Lark;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4132;trelerke;Alaudidae;lerkefamilien;Passeriformes;spurvefugler;;;4132;NT
Green Sandpiper;Tringa ochropus;414.0;417.0;0.01592199131846428;Tringa ochropus_Green Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3795;skogsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3795;LC
Ural Owl;Strix uralensis;414.0;417.0;0.01429759617894888;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Coot;Fulica atra;414.0;417.0;0.012863941490650177;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Dunlin;Calidris alpina;414.0;417.0;0.011906194500625134;Calidris alpina_Dunlin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3732;myrsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3732;LC
Water Rail;Rallus aquaticus;414.0;417.0;0.010500678792595863;Rallus aquaticus_Water Rail;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4112;vannrikse;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4112;VU
